comment,num_of_likes
1:00 sun dong? Is that where the cave gets its name from?,0
Todo un paraíso subterráneo ❤,0
undertale,0
"оно движется ко мне, поэтому я буду стоять. у тебя стальные яйца",0
Alan walker shoot alone pt 2 here,0
Parece uma exploração de um novo planeta,0
this is where King Kong Lives lol,0
"значит, тараканы, змеи и прочая живность всё это время уникально ждала пока вы туда залезете? что за чушь 😂?  если бы там хот что то было уникальное, то там бы вас  не было",0
Wow,0
"I hope they don't destroy it, even the tents there were horrible...😊",0
"Ahh, so that's the sinkhole from the forest",0
Sơn Đoàng Việt Nam,0
"Tôi là người Việt Nam, Tôi biết Sơn Đoòng là hang động lớn nhất thế giới. Và nó nằm ở quê hương tôi. Nhưng khi xem video của bạn tôi mới có thể biết nhiều hơn về nó. Cảm ơn bạn đã tạo ra video rất ý nghĩa.Tôi không chắc chắn chuyến đi của Bạn tới Việt Nam có tốt đẹp hay không, nhưng tôi chắc chắn Việt Nam có rất nhiều cảnh đẹp, người Việt Nam cũng rất thân thiện, Văn Hóa Việt Nam cũng rất tuyệt vời, bạn hãy thử những điều đó nhé. Chúc bạn có thời gian ở Việt Nam tuyệt vời nhất.",0
"Целое видео посвященное рекламе браузера, жесть !",0
I think King Kong lived in here...,0
И это самая большая пещера? Не смешите! Вы просто не видели пещеру моей бывшей!,0
Viet Nam,0
"It’s not 3million years old. It’s 4,840,161 years old.",0
mas lu gak bisa ya upload 1 minggu sekali? videomu udah kayak narkoba. candu,0
"Exploring a place like that, I'd certainly have to wear my brown pants.",0
Opera and a virus do not download it will ruin your PC,0
opera e um virus nao baixem vai estragar seu pc,0
This cave is like something straight out of a James Rollins novel. Unbelievable!,0
ดี,0
Quá kì diệu ❤,0
Mükemmel resmen bayıldım,0
Cave and cliffs be like,0
Wonder if they have any houses for sale....,0
"Como pueden asegurar esos millones de años en que se formó todo eso, por ultimo digan: ""se cree o se piensa"", sonaría mejor, con más humildad. Es mejor ponerle mute y ver las hermosas imagenes, pero cuando hablan, solo se escucha soberbia humana. Yo le doy toda la Gloria a Dios por su Creación y punto.",0
Aberration,0
Es tan grande que conecta con los túneles de las calles de nueva york?,0
Wow!!!!!,0
Well done! I thought this was about the hollow earth.😄,0
👌,0
"I'ma a total nube to ur channel
 this is the FIRST video I'ma watch, it is amazing so far! I'ma be  a lifelong fan I'm sure. I love nature, & errthang involved
 thx bud!
✌🏻💔❇️💨",0
Bu videoyu çekerken arkada konuştuğunuz dili merak ediyorum bu arda videolarınız çok iyi❤,0
سبحان الله خالق الكون,0
Beautiful place however humans will end up destroying it one day,0
Bellissimo video,0
"Siete i miei Chips,mi aiutate molto in questo brutto periodo....😊😊",0
Ahi filmaron godzilla x kong 🎬,0
Where can I find all your vids ? On your page it’s says 400 vids but can only see a handful . I’ve subscribed also .,0
Ancient Runes of a Dwarf Kingdom.,0
i was wating for him to say its massive and a ninja edit,0
Minecraft ahh cave,0
Isn't Nature Amazing,0
3:21 KKKKKKKKKKKKKKKK o cara tomou um rola do nada,0
Chat is this agartha?,0
Thanks for 1k subscriber❤❤🎉🎉,0
Müthiş 👍👏👏👏👏👏👏👏,0
This is something I'd see in a Minecraft mod,0
Incredible ⭐️,0
Oi eu dou brasileira 2025,0
Can we revive old species and put them there then?,0
me sobro mayonesa y sal de la publicidad que me comí en tu video,0
real life minecraft Lithosphere mod,0
"Самая большая пещера, это пещера бывшей девушки",0
It should have stayed hidden. Humans have no respect for nature.,0
"3 million what a joke! Science helps but I don't trust when they says this is this old, and of course you all who are hurt so get off.",0
maymun yok yılan yok farklı video koymuş bizde yedik,0
I would love to visit Vietnam! Between the amazing beaches and now seeing this 😍🤩😍 thanks so much for exploring this ❤😊,0
Sơn đoong việt nam rất tuyệt vời,0
bu kanalin TRT Belgeselde yayinlanmasi gerekiyor,0
daha yolda yürüyemiyor aq :D 3:20,0
U,0
Abcd❤❤❤❤,0
Nada está prohibido ni cuidado. Sólo hay que pagar lo suficiente,0
The worlds largest cave discovered actually 🤓,0
"Protect this area, ther were discussions of building a lift through the rainforest.",0
The Forgotten Realms,0
Opera sucks man,0
👏🏻👏🏻,0
"Ruhi Cenet is always preparing surprises for us, I would never have guessed he would travel to my home country and present to the world the wonders of this cave. Greetings and kudos from Vietnam Ruhi, I sincerely enjoy your videos.

Also, wasn't Alan Walker's Alone Pt.2 filmed in this cave?",0
AI slop thumbnail,0
i know this may be difficult to believe but that giant cave is literally a prehistoric diseased organism.,0
연구라는  명목으로  동굴을  출입한다는  어불성설이다..  이동굴은  발견되엇을때부터  오염된것이며  그어떤 인간들이  간다해도  망가지는것은  시간 문제인것이다..자연을 지킨다는것은  그어떤인간도  가지않는 것이다..  명심해라  그동굴은  니들이  훼손하고잇다..,0
Blackreach Cave from Skyrim,0
"In a cave in New Zealand, the sticky worms traps are bioluminescent . Just a thought !",0
"2:20 Damn! Didn't check for ameoba's, fish, or nothing, just went right to taking a dip! 😂",0
Stunningly beautiful,0
"This dude looks like such a clumsy person. From the way he walks; one foot diagonally in front of the other to walking carelessly on the front pads of his feet. Smh. Not to mention,  not being fully aware of his foot surroundings. @6:37 He just seems so clumsy",0
İlk bu mağarayı bir başka youtube kanalında görmüştüm. İşte habille kabilin doğduğu yer diye. Yeni bulunmuştu o zaman kimsenin girmesi yasaktı. Devasa ayaklardan ve görmediğimiz hayvan türlerinden bahsediyordu çok korkardım küçükken ama gerçekten mükemmel güzellikte bir yer poadsgjkdağosjgdsaoğj Neyse elinize sağlık değerlendirdiğiniz için böyle bir yeri belgesel olarak izlemek çok iyi geldi.,0
Excellent video and beautiful caves! Thank you!,0
Planet Zebes.,0
Pretty sure I played this area in Elden Ring,0
"İzlerken klostrofobim tetiklendi, iyi cesaret.",0
"YouTube subtitles without timing are not working as expected. This issue affects many creators, and it would be great if YouTube could fix it soon!",0
what an amazing journey!,0
The Inner earth theories might have some truth to them!,0
"Это чистый байт, обман. Внутри пещеры этого ничего нет, а есть только небольшое количество растений и небольших деревьев там, где обвалилась пещера, вот и все. И там небольшие облака ну и речка ещё. А на превью показали типа прям целый подземный мир типа, где леса, поля, животные. Но это не так, обман и байт.",0
die Hirlatz Höhle bei Hallstatt?,0
Too much jumping between images. Not watching.,0
"This was terrible. That scrape was worth a shot? Its like a 3yrd falls and goes that was dangerous. Guy at least show the guides doing actual work if your attempt was to show how ""rough"" it was. Like it barely scratched the first layer of your skin. It already had scabs it was so light. Fucking toddler",0
"Bir harf katipsiz olmaz, bir iğne ustasız olmaz, bir köy muhtarsız olmaz biliyorsun. Nasıl olur da muazzam derecede sanatlı şu eserler hakimsiz, sahipsiz olur?",0
it would be a dream come true to go here!!!,0
"They should close it unless you pay $200, leave no trace or you will be fined $5,000!",0
"I know of many dragons caves not discovering them as they experts say cannot enter because methane or other natural gasses ...those are dragon caves and I have seen them sleep for many many many years 
....I can't share because they will plan to kill the dragon it's breaths those gasses imagine what it eats and shits......I leave them food and they don't wake up ....hibernation maybe I'm not an expert but I know don't share the locations so the animal can rest and survive more ....size is about 5-6 school busses but the body is 3 busses wide the hands are about a suv or cargo van size it's head is like a rock with horns/spikes like rhino but bigger and harder ....I touch it every time I go visit...I took some of the skin that's near it as evidence they lost it allegedly that how I know it's real dragon....takes about 3 hrs to get to it but I'm 1 million% that im the only visitor it's had in long time as to get here ya gotta be able to fly which I can't but I can trek and climb like nobody else ...I have live feed set up 2 it so I can watch if ever wakes up ....at first I tried to share pictures only to get deleted and erased from viewers and my cloud ..I still have hard copies",0
yo creo que el xoro de la mama del benja es una cueva mas grande en todo caso,0
Vous êtes géniaux merci notre planètes et si vielle ils faut la préserver pour les prochaines générations merci à toutes les équipes.,0
Why not wear water boots?,0
this is the kind of place we need to use as a model for a self-sustaining mars colony,0
@ruhiçenet.   piramitlerin altinda cok uzun yer alti sehiri yapi kesfedilmis bu konuyla alakali video yapacak misiniz acaba,0
We need to work on your definition of self sustaining ;p,0
Buen vídeo 🎉🎉🎉.  Felicidades,0
"Cool. Question; how do monkey, deer and fish wind up in that cave?",0
"Andaa, pago Youtube Premium para no ver comerciales y aquí mi amigo me lo planta en el video,",0
"awesome cave, dunno if id wanna go anywhere near water. I like being around water but not so much in it, Gives me the creepy crawlies.",0
Hope Denis Villeneuve films Rendezvous with Rama here,0
Adamın hammaddesi ❤ türk işte 👈,0
Whats the seed?,0
Needs a charter plane runway right outside the entrance and the largest part of the cave needs a living / shopping community.,0
This is some Minecraft shit,0
it''s in Vietnam,0
"This guy makes really good videos, but he just pmo's fsr",0
All this cave needs is Beladar stuck in the ceiling for some light.,0
"Wow , Mình chưa đi hang Sơn Đòong bao giờ. Điểm đến lý tưởng trong tương lai. From Vietnamer",0
Tocaría ver que marcas trabajan con Mariani jejejeje,0
Can you say 'touch my monkey' in your next video?,0
terraria vibes,0
"It's been there 3 million years but it's fragile, lol I don't think so it's survived everything, a few fat humans can't hurt it, fill some of it with trash yea but that's not damage.",0
"Opera kullanacağınıza ""Brave"" kullanın dostlarım,arkadaşınızdan size güzel bir tavsiye <3",0
"If it's protected, as it should (why are you even there? for views?) - why are all those tents there....this is not good",0
Minecraft cave update irl,0
اكو عرب,0
wearing tennis shoes in a place like that is crazy.,0
"click ""do not reccommend channel"" for the fake clickbait image, and press the thumbs down button",0
А в конце пещеры на самом дне играл трэк бузавой😂,0
Theres a even larger cave. Its called Agartha. 🤓,0
Whats stopping me from making a log cabin down their,0
OPERA CONSUME MUCHOS RECURSOS,0
"Interesting how this can prove the existence of the hollow earth, because many people who said they’ve been there have mentioned clouds, large plants, huge insects etc!!!",0
🦎,0
"""we did deep, in-depth research""
_cuts to clip asking for an AI summary_",0
"As a Vietnamese, I am very happy that explorers choose this place to explore and enjoy natural wonders.",0
kênh của bạn tuyệt vời,0
Abi bu gidişle Yecüc ve mecücün gizlendiği mağrayı bulucak gibisin.,0
Даже не представляю как дикие племена воспринимали это чудо природы,0
desteel yorumu,0
seviyoz seni ruhi,0
Höhlen in den Turnschuhen zu untersuchen. Soo Dumm,0
helal sana ruhiiii,0
"Дебил! Ты все еще думаешь что ты ""робот атеист - развился из пылесоса?"". НУ НУ... ))))",0
"Wowowowow 
Son Doong of Vietnam ! Finally",0
welcome to vietnam 🎉,0
Thanks!,0
Çok iyi yerlere gidiyorsun iyi işler yapıyorsun ama şu videolarda sanki bi yere yetişir gibi hızlıca bitiyor hiç bir şey anlaşılmıyor fragman gibi hep bide seslendirme kısmın yoruyor insanı aralıksız konuşuyorsun.,0
Omg this man is extraordinary😊😊,0
how can you be wearing sports shoes in a cave man.,0
happy Eid al fitr❤❤,0
A signs humans live inside this cave?,0
Like,0
самая большая пещера у моей бывшей 😂😂😂😂😂,0
Amazing video😱,0
❤,0
O kadar kaliteli görseller çıkmış ki derinlik algımı kaybettim 😅,0
Viaje al centro de la tierra,0
Самая большая и глубокая пещера со своими эндемичными животными у твоей бывшей))),0
Ya llegó el humano a dejar basura y a arruinarlo todo. Que asco,0
"We live in a realm melted and transformed by a fervent heat cataclysm. 
Your discoveries are not what you've been led to believe they are. 
With open eyes and an open mind, discover Meltology.",0
Absolutely looking like another exception beautiful world 🎉😮,0
Could you build a jump tower fornthe birds😢,0
Must have a rare Pokemon there.,0
"What fantastic cave! I had visit ones before, but no one was so incredible like that! Congratulations for the video!",0
А Ядерную войну там можно пережить?,0
"Finally, a cave I can explore without worry of getting stuck in a needle high, needle wide devil's anus passage.",0
A shame the video is so short,0
I knew that those giantic caves from minecraft exists in the real life!!,0
"The charm of nature is incredible! 🌿🫀

Btw 2:50 Anyone know the song name? // 3:05 👀",0
youtubeyi senin için izliyorum . Bir tane boş içerik yok .,0
🇧🇷 eita,0
good video,0
çok büyük adamsın ruhi başarılarının devamını diliyorum,0
wow,0
It's a shame scale never comes trough right on a monitor.,0
Ruhi bey sizin köyü takipçinizim sizden ricam japonyodaki depremden sonra popüler olan köpük evleri yerinde ziyaret edip bize video çekermisniz onların hayatı ve yaşamını,0
I feel like the amount of time you spent there you coulda been a lil more in depth,0
1.45 öğkk,0
Imagine how big our earth is and how little we actually know about the inside of our earth   who knows how many more caves like this exist   is this only one or is it one of hundreds/more?!    explore boyz,0
MINECRAFT CAVES UPDATE.,0
as a minecraft player i thank you for the amazing background music while mining in the caves,0
Undertale ☠️,0
Böyle müthiş bir yerle ilgili daha uzun ve detaylı video izlemek isterdim,0
slm,0
"Came for the video,
Stayed for the music.",0
What amazing,0
"Muito top ,gostei 🎉",0
00:04 You know what else is massive😈,0
06:50 de bir tavşandan bir dikit var. 😂😅,0
you know what this cave needs? TikTok influencers,0
"En Amazonas, Perú hay una caverna que nunca nadie ha podido explorar el final. Hasta el dueño de la caverna indicó que intentó hacerlo y tuvo que regresar.",0
0:19 سبحان الله,0
abi ben burayı rüyamda gördüm kaç kere,0
سبحان الله الخالق المبدع❤,0
Toujours aussi incroyable tes reportages merci mon ami,0
"Pero por qué tan rápido?
Estos videos deberían durar 2 horas para observar con calma todo lo que hay ahí.",0
"""Viagem ao centro da terra."" 😮",0
Думал что видео о бывшей....,0
Quality content!!,0
Queria entender como eles sabem a idade das pedras,0
Vietnamese people are so fucking polite <3,0
สุดยอด,0
This is the caves you find in Minecraft,0
Setia menunggu beliau update mantaaap 😊,0
Həqiqətən heyranam videolarınıza✨👏🏻,0
Be careful before you free Gog and Magog by accident 😅,0
I hear *Aria Math* playing,0
"Шикарно сняли, и чётко всё рассказали",0
I've seen enough horror films to not go in there....,0
Lush Caves...hmmmmmmmmm,0
🇻🇳🇻🇳🇻🇳,0
King Kong hollow earth❤❤❤❤,0
"kalau di indonesia 
gua nya sudah jadi tempat ziarah dengan bumbu karomah,,kesaktian",0
"Great video and expedition, thanks for sharing with us who will never get to see this cave 🫡",0
Dünyanın merkezine yolculuk romaninda aynısı yazıyor.,0
very Nice,0
10M+ views in 4 days is crazy,0
Beautiful example of karst topography ❤,0
Сша скоро бомбитт иран будут весь,0
I have waiting for this documentary for months ❤️😍😘. Thank you bro,0
"Good documentary except for the part where you say it took 800,000 years for a stalagmite to form? They form super fast under the right conditions maybe 1000 years for that one",0
I appreciate your team for this video,0
Отстаньте от этой пещеры! Дайте ей жить спокойно! Б . л. я!!,0
3 millions years my ass.,0
imagine building CASINO here 🎰🎰🎰,0
Wukongs cave,0
*вот где Гейб черпал идеи))))*,0
"Yağmur ormanının bulunduğu patikadan geçen sadece Ruhi çenet ve ekibi değil galiba ,baya 11:00 de yol oluşmuş.🤔",0
imagina f1 ai,0
minecraft serveri gibi,0
And Wallahi they still turn away from the creator who made all this and incredible world. SubhanAllah,0
Bunun türkcə dublaj harda baxa bilərəm,0
"""the world's largest KNOWN cave"" 
Who knows whats down there.....",0
Dang,0
El lugar perfecto para una primera cita. ❤,0
remind me of the movie sanctum,0
❤😃 so interesting! And beautiful! Be safe😊,0
4 günlük bir macerayı nasıl 16 dakikaya sığdırıyor anlamak imkansız.soluksuz izledim 👏👏,0
Burdur insuyu mağarasının da benzerliği mevcut. tabi su artık kalmadı ama ziyaretçilerin giremediği bölgelere SEN gidebilirs.n,0
"Скажите,а это в ней снимали фильм"" человек который убил Дон Кихота""?",0
This is Khazad Dûm!,0
humans need to compare what humans built to what nature created,0
literally the caves and cliffs update,0
Best YouTube channel in the planet ❤,0
"Hey, I've seen that cave in Skyrim before!",0
Cave divers paradise,0
"👏🏻👏🏻This guy is a crack doing these great videos, Thanks for sharing,  Greetings 🇵🇦🇵🇦",0
Clickbait title and thumbnail.,0
Природа лучший художник и архитектор,0
"Schönes Video, aber die Sprache und Betonung "" KI""? Grenzwertig",0
there were no dinosaurs...i cant watch this,0
ja ja und autos können fliegen. dein übersetzer ist schrott.,0
O kadar gurur vericiki !✨,0
"Hi, here in Brazil, next where i live, has a park called Peruaçu Caves, has records of people for 12,000 years, and several caves, the price is very cheap, if you come to Brazil to visit don't forget to come, there are more than 100 caves there, very beautiful",0
Evet bu bir heykeltraş ya da sanatçının elinden çıkmış gibi bunu bir yaratan ve olduran bir sistem... Yaratıcı ne kadar kusursuz değil mi,0
hahah 10m views 4 days ago!!! you didnt discover nothing yet! we focus on virtual screens instead on the real world and history,0
Животное сверчок 😆😆😆,0
Lets pray that people respect this special place ❤,0
3:19 It's a good idea to look down though apparently.. bruh,0
feels like i'm watching a documentary from a different planet,0
Boş işler ile uğraşan kişiler bize gerekli değil,0
"Another mom joke:



Your mom's cave is so big that a group of speleologists got lost in it",0
Witzige Betonungsweise,0
You are legend ❤,0
"( Spoiler alert !!! )



This is your mom's cave.",0
Welcome to Vietnam !,0
"That ain't that big, my baby momma got a bigger cave than that..",0
Güzel video olmuş devamı gelecek mi,0
Trancando com ecossistema? Lembra a terra plana,0
Bro found Area Zero from Pokémon Scarlet and Violet,0
Ruhi вылитый stas asket вы наверное братья?,0
"Let me know, let me know🗣️🗣️🗣️ 👟👟",0
Could we find some interesting fossils in there?,0
"man you need to go and learn what a cloud is, when you showed the ""clouds"" at the beginning, i was out, hint, they arnt clouds",0
1:50,0
Love from Angola 🇦🇴,0
2:37 2:39 2:40 2:40 2:41 2:41 2:42 2:42 2:43 2:43 2:43 2:43 2:43 2:44 2:44 2:44 2:44 2:44 2:45 2:45 2:45 2:45 2:46 2:46 2:46 2:46 2:46 2:47 2:47 2:47 2:47 2:47 2:48 2:48 2:48 2:48 2:49 2:49 2:49 2:49 2:49 2:50 2:50 2:50 2:50 2:50 2:51 2:51 2:51 2:51 2:52 2:52 2:52 2:52 2:52 2:53 2:53 2:53 2:53 2:54 2:54 2:54 2:54 2:55 2:55 2:55 2:55 2:55 2:56 2:56 2:56 2:56 2:57 2:57 2:57 2:57 2:58 2:58 2:58 2:58 2:58 2:59 2:59 2:59 2:59 3:00 3:00 3:00 3:00 3:01 3:01 3:02 3:02 3:03 3:03 3:04 3:04 3:04 3:05 3:05 3:05 3:06 3:06 3:06 3:07 3:07 3:08 3:08 3:08 3:09 3:09 3:09 3:10 3:10 3:11 3:11 3:11 3:12 3:12 3:12 3:13 3:13 3:13 3:14 3:14 3:14 3:15 3:15 3:15 3:15 3:16 3:16 3:16 3:16 3:17 3:17 3:17 3:17 3:17 3:18 3:18 3:18 3:18 3:19 3:19 3:19 3:19 3:20 3:20 3:20 3:20 3:21 3:21 3:21 3:21 3:22 3:22 3:22 3:22 3:23 3:23 3:23 3:23 3:24 3:24 3:24 3:24 3:24 3:25 3:25 3:25 3:25 3:26 3:26 3:26 3:26 3:27 3:27 3:27 3:27 3:27 3:28 3:28 3:28 3:29 3:29 3:29 3:29 3:30 3:30 3:30 3:30 3:31 3:31 3:31 3:31 3:32 3:32 3:32 3:32 3:32 3:33 3:33 3:33 3:34 3:34 3:34 3:34 3:35 3:35 3:35 3:35 3:35 3:36 3:36 3:36 3:36 3:36 3:37 3:37 3:37 3:37 3:38 3:38 3:38 3:38 3:39 3:39 3:39 3:39 3:39 3:40 3:40 3:40 3:40 3:40 3:41 3:41 3:41 3:41 3:41 3:42 3:42 3:42 3:42 3:42 3:43 3:43 3:43 3:43 3:43 3:44 3:44 3:44 3:44,0
"they say prepared for every posibility and i see idiots going in sandalls socks and chinese snickers,😂😂😂 aren't they czech by accident?",0
10:30 ảo vcl =)),0
A,0
For those who might be misled: this is the largest and longest *singular* cave in the world. There are cave *systems* that are much longer; Mammoth Cave in the U.S. is the longest at at least 426 miles.,0
KULESZA to taki chłopek roztropek,0
Welcome to Vietnam 😊❤❤,0
Minecraft mağarasına benziyor,0
Прикольно,0
And this way an untouched world has been polluted by human beings. 😢,0
Bu koca belgeseli nasıl 16:28 dakikaya sığdırdınız. İzleyiciyi sıkmadan ne kadar da güzel bir sunum yapıyorsun teşekkürler kral 👍,0
7:23,0
The forest 2,0
the add hit me hard,0
Wake up to reality. Uchiha Madara,0
Hopefully we won't turn it into a dumping ground like Mt. Everest,0
WOOOW THANK YOU RUHI,0
0:16 Ну да ну да...  совсем нетронутая...ага,0
tesekkurler,0
Enkonomiya from genshin,0
Welp! basically all of my phobias in one place...but what an experience man!,0
Is this where the T-Rex in Tomb Raider 1 lives?,0
이거 북한이다.,0
"I was interested to visit it until you mentioned ""snake""",0
"This documentary is very fast.
It shoud be more clear and details.15 min It's very short for this documentary",0
А почему так много известняка? Его смыло и так образовалась эта пещера? Это было кладбище какое-то....,0
Canım ruhim ve ekibi ❤❤,0
"engelle
boykot 
hadi oradan çenet, yabancılara sat videolarını bizden ekmek yok sana",0
"HEaVeNLyFAtHER ABBAYAH HOLY SPIRIT 🔥 🔥 🔥 🔥 return sender's der evilss 🎭 
Repent tALkiEs JC B4 💋 🫶 sUpErNatUrEL cUdLiN yAL 2 
Satan 😈👽🤡☠️👹🧟🧌🎭
Ur rEbUkEd in JChrist nAmE AmEn YAHiSrEL ❤️‍🔥📜🛡️⚔️🛎️
Holy HOLY is mYAHLORD LiVeS SAViOR ReDeemEr ✝️💯🦪💫💪✍️📖👣👑🦁🐑🚻🚼♿ 
💡 HalleluYAH Shal8M GOD BLESS Jer33 3 💋 Eph6 9-15Ps23 91 mtt4 4 6 9-13Rv12 11 💪✍️📖💡👑🦁🐑🚻🚼♿HalleluYAH ABBAYAHJC ✝️🩸👑🚻🚼♿👪🧑‍🦳🧓 JCHRIStisLORD💡 🐟🎣LiVeS iNsiDE Amen 2r1Lst1St Jhn3:3,16BornAgAiNCHriSt ShaL8M ImmAnuELShAL8M ALeChiem 🫂Acts2:38RepEnt Ps27/51:10-12💓
GOD Bless WEtHEPE8PLES💓🫂☝️💡🐑🗝️🫂🧭🐜🌾🇺🇸 hug'sYAL🙏
EtErNALLyGrEAtFULyAL 📖💨💡🌎
Thank you all bein U GOD BeSt2🚻
In JCHRIST📖👣👑🦁 nAme AmeN 
EtErNALLyGrEAtFUL LORD GOD🌹 ALMIGHTYAL 4WEtHEPE8PLEs👩‍❤️‍💋‍👨 BLEAVE👀💋SeLAH🕎✝️💓🫂🦋
tHEE IAM📖IsChristLORD👑HoSts2
 ⬇️🧭----------Phil2:9-11-----------🧭⬆️
....2Chron7:14/1Jhn1:9/Acts2:38....
  Jer33:3+29:11÷2Cor5:7=Jhn3:16 
🙏🆓WiLL...oNLyLeAd📖🐴H2O💧
ISA55:11+(42:8)×4o:31=41:10AmEn
Jhn1:1-(14)3:3+16(17-18)6:48(8:58)
(10:30,14:6){,17:17&19:30}finished!.
Matt4:4 6:9-13 22:36-40(1Cor13)👀
ReMEmBeRiNG LiVE/LiFe mAttErS
EsPeCiALLy 0ur 🆕 JeRuSALeM🗝️ H8ME EtErNALLyGrEAtFUL LORD🌹
HalleluYAH ABBAYAHJC👑👼🦁🐑
Our BLEsSeD ReDeEmER LiVeS 📖
GODBless 4WEtHEPE8PLEs USA🇺🇸

LoVe yAL w/ tHEE 💓Christ AGAPE 
2Cor5:7+ROM10:17,8:16(19-21)1:16
1Jn1:9+Ruth1:16÷Phil1:21=Act2:38
Heb10:16,17+13:5=6:10🫂💓💡🦋
Rv22:4+12:11×3:14=Jn8:58,14:6🌹
GLoRY GOD ABBA HOLY FAtHER📖
GLORYGODSONJC🕎📖💨💡🌎✝️🩸🌈👪👪👪👪👪🧑‍🦳👶🧓👩‍❤️‍💋‍👨👑👣🦁🐑😇😇😇😇💖😇😇😇😇
GLORY GOD HOLYSPIRIT 3iN1📖🗝️
HalleluYAHGLoRYGODALmiGhtYAL 
GiggleswigglessugSuGs HuGs💜🎶💡 yAL thnku2s ShAL8M 🗝️ 💜 💡 🇺🇸 EtErNALLyGrEAtFUL LORD GOD 🎣JCHRISt🙏🧭📖👑👣💎is🗝️💡 mYAHLORDBLEsSeD Ps23,91Isa41 ReDeEmERLiVeinsiDe💡👀💋🕶️😂
HeY... wA SugAPLuMBs jUsAyiN 🤫
WS yO rock's tLkAct2:38 Read see 4💡 yoSelf c8UntiTALJ8Y knWMn💜🐑 vErN mm 💋🍑🍒🍌🍇🥥🥝🍞☕
SeLAH ImmAnuELShAL8M 🧭🎣📖
PrAY yAL fAmiLY friends evbdYAL hAvE bLeSsEd sUpErNAtUrEL🏋️🏌️ GiggleswigglessugS🪂🤾⛹️🚴🧗 BornAgAiNCHriSt 2r1 Last1St 10 4 🚜 🐾 🌎 👣 👑 🦁 🐑 🇺🇸 ✝️ 🇺🇸 ☝️ AwEs8MNesS... ..AhEAd📖✝️🩸❤️‍🔥💎❤️‍🔥🎶💜💡👑🦁🐑👍
In JCHRIST👑👣📖📜🛡️⚔️our LORDLiVeS🛎️💡💎❤️‍🔥🇺🇸 name 
AmeN👑📖🐜🐌🐳🚻🚼♿🦋 GODBlessyALthnku2ShAL8M
EtErnALLyAL gReAtFuL LORD GOD 🦢🙏 ImMAnUELsHAL8M 
HalleluYAH JChrist iSrEALiVeS AmEn YAHiSrEL ❤️‍🔥 inSiDE👣🐾 BoRnAgAiN☝️💜🎶💡🤙🤠😇🥰😍😂introspection👀 10/4 ... .. 2PET3:9/1Jhn1:9🙏
🐑 Ewe2📱🎫🕯️🙏📖☝️💜💡
Ruth1:16+Phil1:21=2:9-11&Acts 2:38=Ps23,91,136Mtt4:4✌️🫶 6:9-13Eph6:9-15Isa55:11,41:10
Rv12:11+Heb10:16,17=Rom8:16Heb13:5&6:10Jer33:3+29:11🙏✝️🩸☝️❤️‍🔥🎫🕯️💜🎶💡👑🦁🐑👣💯❤️‍🔥🫂✍️📖🪽🦋🐳🦪🍯🧂💡👑👣 HalleluYAH GLoRy Mtt4:4 HEaVeNLy FAtHER Ex3:14 ABBAYAH HOLY SPIRIT 🔥 JChrist mYAHLORDBlessed
ReDeemEr SAVIOR LIVING GOD JACOB tHEE IAM 📖💡 THAT IAM & AmEn LiVeS☝️ Ps119:18-19,23,91,136,117 Rom10:17+8:16(19-21)1:16👍🤙👀💋🤔🤫🤭🤪🤩😂 EL2LoNG B wR8NG 10 4 💯 NeVerGivE uP 🙏🗝️📖💨💡 PS23 91Isa41 10 40 31 🪽",0
this is spectacular ❤,0
Minecraft updates keep getting better and better,0
رائع,0
Oh wow 4million years hidden and now man kind will kill and polite this environment. Please keep all human life blocked away even government,0
Wer geht mit Snickers und kurzen Hosen durch den Dschungel?,0
Dar nai Lagta Terry koo,0
Удивительно!!!,0
Minecraft kkkk,0
Next Bear Grill ❤,0
Pubg de Sanhok haritasında Go Dok diye bi yer vardı demekki buraymış delik içinde böyle bi mağaraymış,0
I wish i could be there ❤ its amazing,0
This is really magical ❤,0
@PatecWariatec,0
Minecraft cave degeneration put a forest in the cave,0
Why don’t we leave this place alone ?,0
Tự hào người Việt Nam cảm ơn bạn đã đưa nhưng kì quan của chúng tôi để cho nhiều bạn bè quốc tế biết tới.Thanks you very much!,0
boring,0
Big minecraft vibe in there,0
Belgesel tadında yine harika bir video hazırlamışsınız abi🤌 Emeği geçen herkese teşekkür ederim 👏👏,0
If this is possible agartha might exist,0
"What an incredible cave, I'm in awe of what nature is capable of creating. Thank you for sharing this magnificent adventure 🥹",0
tempat untuk vidio alan walker kah?,0
Cool but these explorers walked the whole entire 5.6 miles? how did they get that canoe?,0
"Bro, we took care of that kind of bird @2:40... those are a protected species :(",0
Где ролик про сирию ?,0
Did anybody else hear Katakuri's theme in the beginning?,0
Bu mağara hakında bir vidyon vardı zaten,0
insulte ta mere,0
Of course it's in Vietnam.,0
Click bait thumbnail,0
Amazing tour but it would have been even better if you filmed some of your living experiences overnight on camp.,0
Aşkim ilkim sensin,0
I would be so scared the whole time of stepping on an extremely important plant or animal! 🧐,0
I want that 😮,0
Kaliteli ve iyi belgeseller icin teşekkür ederiz @ruhicenetvideos. Azmin ve caliskanligi genclerimize ornek olmasi dileğiyle. 16:04,0
You know what else is massive,0
"The perfect example that our planet is in a healthy state and no proof of extinctions or whatsoever what all the leaders told us 
The Green Deal is just a nasty money scam to spread fear in our minds",0
